Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.26622240908788E+00000, 0.47176161784263E-00003, 0.45674258201248E-00003, 0.12487770642412E+00000, 0.12487638715529E+00000, 0.37741354026621E+00000, 0.47176070528772E-00003, 0.47176161784263E-00003, 0.47176100947269E-00003, -.15018427460209E-00004, 0.19641654982543E+00001, 0.10000007410015E+00001, 0.28853388758125E+00000, -.10671742327186E+00002, 0.47175979273281E-00003, 0.12167398710694E-00008
0.29039772883164E+00000, 0.47238411195583E-00003, 0.46060590681026E-00003, 0.12486706637471E+00000, 0.12486530214802E+00000, 0.37791315128653E+00000, 0.47238305288362E-00003, 0.47238411195583E-00003, 0.47238340590769E-00003, -.11777499097431E-00004, 0.19575714185195E+00001, 0.10000008109841E+00001, 0.28852159523417E+00000, -.10671742487869E+00002, 0.47238199381142E-00003, 0.14120962713735E-00008
0.31456876305827E+00000, 0.47306425077901E-00003, 0.46447932336726E-00003, 0.12485639816382E+00000, 0.12485411828986E+00000, 0.37845949643645E+00000, 0.47306356387012E-00003, 0.47306425077901E-00003, 0.47306379283975E-00003, -.85844694724888E-00005, 0.19504614687983E+00001, 0.10000008805204E+00001, 0.28850926982661E+00000, -.10671742648746E+00002, 0.47306287696124E-00003, 0.91587851186097E-00009
0.33873559829758E+00000, 0.47380275326921E-00003, 0.46607199620533E-00003, 0.12484560619692E+00000, 0.12484286918696E+00000, 0.37905203845051E+00000, 0.47380248279786E-00003, 0.47380275326921E-00003, 0.47380257295497E-00003, -.77305767496434E-00005, 0.19428342132059E+00001, 0.10000009488179E+00001, 0.28849680090303E+00000, -.10671742809837E+00002, 0.47380221232650E-00003, 0.36062847145787E-00009
0.36289825758610E+00000, 0.47460037678060E-00003, 0.46585894747245E-00003, 0.12483466531757E+00000, 0.12483160757603E+00000, 0.37969094382767E+00000, 0.47460027153912E-00003, 0.47460037678060E-00003, 0.47460030661961E-00003, -.87413591471570E-00005, 0.19346835082622E+00001, 0.10000010158716E+00001, 0.28848415937745E+00000, -.10671742971164E+00002, 0.47460016629764E-00003, 0.14032197561402E-00009
0.38705670456531E+00000, 0.47545752047818E-00003, 0.46427689283235E-00003, 0.12482363184329E+00000, 0.12482036933215E+00000, 0.38037719403725E+00000, 0.47545746910387E-00003, 0.47545752047818E-00003, 0.47545748622863E-00003, -.11180593396280E-00004, 0.19260114867663E+00001, 0.10000010825771E+00001, 0.28847141030298E+00000, -.10671743132749E+00002, 0.47545741772956E-00003, 0.68499081922444E-00010
0.41121086666092E+00000, 0.47637517596419E-00003, 0.46126714841623E-00003, 0.12481264172472E+00000, 0.12480918973409E+00000, 0.38111212061246E+00000, 0.47637505034846E-00003, 0.47637517596419E-00003, 0.47637509222037E-00003, -.15107943804139E-00004, 0.19168372577168E+00001, 0.10000011504091E+00001, 0.28845871076548E+00000, -.10671743294612E+00002, 0.47637492473273E-00003, 0.16748765326003E-00009
0.43536068268538E+00000, 0.47735450288831E-00003, 0.45853976367067E-00003, 0.12480182759004E+00000, 0.12479808690112E+00000, 0.38189670415083E+00000, 0.47735401472284E-00003, 0.47735450288831E-00003, 0.47735417744465E-00003, -.18814413773981E-00004, 0.19071916840085E+00001, 0.10000012206027E+00001, 0.28844621403887E+00000, -.10671743456772E+00002, 0.47735352655739E-00003, 0.65088730919043E-00009
0.45950616196414E+00000, 0.47839558521603E-00003, 0.45868286379990E-00003, 0.12479121023629E+00000, 0.12478702083754E+00000, 0.38273115496882E+00000, 0.47839463348996E-00003, 0.47839558521603E-00003, 0.47839495073196E-00003, -.19712086932064E-00004, 0.18971014689404E+00001, 0.10000012932887E+00001, 0.28843394418398E+00000, -.10671743619249E+00002, 0.47839368176388E-00003, 0.12689681405079E-00008
0.48364741704782E+00000, 0.47949764289062E-00003, 0.46181435675669E-00003, 0.12478069100095E+00000, 0.12477591349943E+00000, 0.38361506035211E+00000, 0.47949657832231E-00003, 0.47949764289062E-00003, 0.47949693317838E-00003, -.17682576421695E-00004, 0.18865769488875E+00001, 0.10000013672900E+00001, 0.28842178720403E+00000, -.10671743782062E+00002, 0.47949551375401E-00003, 0.14194244745278E-00008
