Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.76623877414911E+00001, 0.79923740348434E-00002, 0.10560804263010E-00001, 0.91739437023725E-00001, 0.91678704755303E-00001, 0.63741524457766E+00001, 0.79840419960751E-00002, 0.79923740348434E-00002, 0.79868608397287E-00002, 0.25739434232814E-00002, 0.83644103202635E+00002, 0.10001879579672E+00001, 0.24730472029964E+00000, -.10672208405760E+00002, 0.79757099573069E-00002, 0.11026390229321E-00004
0.76912704257952E+00001, 0.80129417064017E-00002, 0.10698275560356E-00001, 0.91397935859991E-00001, 0.91337223031267E-00001, 0.63902187996087E+00001, 0.80044310352646E-00002, 0.80129417064017E-00002, 0.80073244500827E-00002, 0.26909511102736E-00002, 0.90593614675421E+00002, 0.10001898665618E+00001, 0.24684399372882E+00000, -.10672213184717E+00002, 0.79959203641275E-00002, 0.11234512637980E-00004
0.77201475719152E+00001, 0.80322225143409E-00002, 0.10837560962458E-00001, 0.91056187837151E-00001, 0.90995432908867E-00001, 0.64052373105560E+00001, 0.80235335067988E-00002, 0.80322225143409E-00002, 0.80264992433685E-00002, 0.28110617190899E-00002, 0.96573099795773E+00002, 0.10001917766073E+00001, 0.24638207163827E+00000, -.10672217964987E+00002, 0.80148444992568E-00002, 0.11446541944874E-00004
0.77490292336847E+00001, 0.80493355226678E-00002, 0.10966057678724E-00001, 0.90714126858956E-00001, 0.90653218066066E-00001, 0.64185095723485E+00001, 0.80404691890705E-00002, 0.80493355226678E-00002, 0.80435042280739E-00002, 0.29225534506505E-00002, 0.10136706284396E+00003, 0.10001936911211E+00001, 0.24591885770033E+00000, -.10672222748706E+00002, 0.80316028554734E-00002, 0.11662589187712E-00004
0.77779261032430E+00001, 0.80636514194266E-00002, 0.11079574586105E-00001, 0.90371767579314E-00001, 0.90310648087488E-00001, 0.64295427568349E+00001, 0.80546083154198E-00002, 0.80636514194266E-00002, 0.80577095553859E-00002, 0.30218650307191E-00002, 0.10484691011627E+00003, 0.10001956103706E+00001, 0.24545436450158E+00000, -.10672227537716E+00002, 0.80455652114131E-00002, 0.11883728081245E-00004
0.78068460284454E+00001, 0.80751615261467E-00002, 0.11181328353374E-00001, 0.90029134221787E-00001, 0.89967848281352E-00001, 0.64383514713262E+00001, 0.80659425583690E-00002, 0.80751615261467E-00002, 0.80691069062230E-00002, 0.31122214471511E-00002, 0.10695066153618E+00003, 0.10001975319975E+00001, 0.24498861772443E+00000, -.10672232332432E+00002, 0.80567235905913E-00002, 0.12109239847374E-00004
0.78357772250602E+00001, 0.80843970776004E-00002, 0.11277737400784E-00001, 0.89686462908066E-00001, 0.89625084545638E-00001, 0.64453858633343E+00001, 0.80750051855587E-00002, 0.80843970776004E-00002, 0.80782293660381E-00002, 0.31995080347460E-00002, 0.10752229780778E+00003, 0.10001994522827E+00001, 0.24452193208799E+00000, -.10672237129093E+00002, 0.80656132935170E-00002, 0.12335423124760E-00004
0.78647279090020E+00001, 0.80828471808810E-00002, 0.11363782819792E-00001, 0.89343061610536E-00001, 0.89281595999953E-00001, 0.64438502948034E+00001, 0.80732914415874E-00002, 0.80828471808810E-00002, 0.80765708900569E-00002, 0.32872119297355E-00002, 0.10546065550432E+00003, 0.10002013742857E+00001, 0.24405335702197E+00000, -.10672241936096E+00002, 0.80637357022938E-00002, 0.12552581648296E-00004
0.78937003026103E+00001, 0.80654960015189E-00002, 0.11431090887381E-00001, 0.88998944221155E-00001, 0.88937322377691E-00001, 0.64297146328704E+00001, 0.80557940196265E-00002, 0.80654960015189E-00002, 0.80591225381374E-00002, 0.33719683492439E-00002, 0.10115335303315E+00003, 0.10002032988289E+00001, 0.24358290063297E+00000, -.10672246751808E+00002, 0.80460920377341E-00002, 0.12746926762974E-00004
0.79227007727610E+00001, 0.80354229462031E-00002, 0.11474639118019E-00001, 0.88654900121436E-00001, 0.88593069722129E-00001, 0.64054373772865E+00001, 0.80256047480119E-00002, 0.80354229462031E-00002, 0.80289725403751E-00002, 0.34456665776439E-00002, 0.95582681467417E+00002, 0.10002052236501E+00001, 0.24311163433210E+00000, -.10672251565275E+00002, 0.80157865498206E-00002, 0.12900811656102E-00004
