"arc_length","Density","EnergyStagnationDensity","MomentumX"
6.111,0.0540117,0.0112195,0.0335945
6.12,0.0540212,0.0112208,0.0335992
6.129,0.0540285,0.0112218,0.0336028
6.138,0.0540313,0.0112223,0.0336043
6.147,0.0540367,0.0112231,0.0336071
6.156,0.0540508,0.0112251,0.0336142
6.165,0.0540646,0.0112271,0.0336213
6.174,0.0540698,0.0112279,0.033624
6.183,0.0540756,0.0112288,0.033627
6.192,0.0540798,0.0112294,0.0336293
6.201,0.0540815,0.0112297,0.0336302
6.21,0.0540843,0.0112301,0.0336317
6.219,0.0540846,0.0112301,0.0336318
6.228,0.0540844,0.0112301,0.0336317
6.237,0.0540843,0.01123,0.0336314
6.246,0.054085,0.01123,0.0336316
6.255,0.0540812,0.0112294,0.0336295
6.264,0.0540769,0.0112287,0.0336271
6.273,0.0540759,0.0112284,0.0336263
6.282,0.0540745,0.0112281,0.0336254
6.291,0.0540698,0.0112274,0.0336228
6.3,0.0540661,0.0112268,0.0336209
6.309,0.0540686,0.0112271,0.033622
6.318,0.0540679,0.011227,0.0336217
6.327,0.0540687,0.0112272,0.0336222
6.336,0.0540699,0.0112275,0.033623
6.345,0.0540714,0.0112278,0.0336241
6.354,0.0540772,0.0112288,0.0336274
6.363,0.0540788,0.0112292,0.0336286
6.372,0.0540857,0.0112304,0.0336325
6.381,0.054088,0.0112309,0.0336341
6.39,0.054085,0.0112306,0.0336329
6.399,0.0540924,0.0112317,0.0336368
6.408,0.0540946,0.011232,0.0336379
6.417,0.0540914,0.0112315,0.0336361
6.426,0.054088,0.0112308,0.033634
6.435,0.0540821,0.0112298,0.0336305
6.444,0.0540755,0.0112285,0.0336264
6.453,0.05407,0.0112273,0.0336228
6.462,0.0540642,0.0112261,0.0336189
6.471,0.054056,0.0112245,0.0336139
6.48,0.054048,0.0112231,0.0336091
6.489,0.0540433,0.0112222,0.0336062
6.498,0.0540402,0.0112217,0.0336045
6.507,0.0540457,0.0112226,0.0336076
6.516,0.0540529,0.011224,0.0336121
6.525,0.0540679,0.0112268,0.0336212
6.534,0.0540829,0.0112299,0.033631
6.543,0.0541073,0.0112346,0.0336461
6.552,0.0541349,0.0112398,0.0336629
6.561,0.0541599,0.0112446,0.0336784
6.57,0.0541785,0.0112481,0.0336898
6.579,0.0541809,0.0112488,0.0336918
6.588,0.0541739,0.0112472,0.033687
6.597,0.054138,0.0112406,0.0336654
6.606,0.0540892,0.0112311,0.0336349
6.615,0.0540256,0.0112186,0.0335949
6.624,0.053945,0.0112032,0.0335451
6.633,0.0538669,0.0111878,0.0334959
6.642,0.0537848,0.0111723,0.0334457
6.651,0.0537106,0.011158,0.0333997
6.66,0.0536673,0.0111494,0.0333723
6.669,0.0536272,0.0111418,0.0333475
6.678,0.0534625,0.0111099,0.0332451
6.687,0.0536819,0.0111522,0.0333812
6.696,0.0538688,0.0111883,0.0334974
6.705,0.0539702,0.0112084,0.0335615
6.714,0.05434,0.0112795,0.0337906
6.723,0.0525334,0.0109307,0.0326682
6.732,0.0229291,0.00520696,0.0142596
6.741,0.0026047,0.00127729,0.00161712
6.75,0.00283803,0.0013217,0.00176668
6.759,0.00327817,0.00140679,0.00203712
6.768,0.00351953,0.0014541,0.00219048
6.777,0.00370506,0.00148976,0.00230323
6.786,0.0038734,0.00152242,0.00240823
6.795,0.0040337,0.00155327,0.00250809
6.804,0.00416414,0.00157855,0.00259061
6.813,0.004268,0.00159859,0.00265342
6.822,0.0042059,0.00158626,0.00261549
6.831,0.00401877,0.00155044,0.00249921
6.84,0.0039523,0.00153738,0.00245775
6.849,0.0039835,0.00154328,0.00247576
6.858,0.0039772,0.00154246,0.00247485
6.867,0.00397648,0.00154245,0.00247146
6.876,0.00397104,0.00154138,0.00247049
6.885,0.0039753,0.00154206,0.00247094
6.894,0.0039695,0.00154053,0.00246981
6.903,0.00397323,0.00154189,0.00247053
6.912,0.00397365,0.00154175,0.00246965
6.921,0.00396867,0.00154063,0.0024692
6.93,0.0039752,0.00154164,0.00247012
6.939,0.00396941,0.00154091,0.00247099
6.948,0.00398837,0.00154492,0.00247639
6.957,0.00398025,0.00154252,0.00247758
6.966,0.00399223,0.00154527,0.00248091
6.975,0.00398875,0.00154462,0.00248176
6.984,0.00399326,0.00154549,0.00248283
6.993,0.00399266,0.00154523,0.00248258
7.002,0.003993,0.00154544,0.00248318
7.011,0.0039941,0.00154571,0.00248373
7.02,0.00399618,0.00154603,0.00248437
7.029,0.00399281,0.00154508,0.00248365
7.038,0.00399783,0.00154659,0.00248498
7.047,0.00399509,0.00154534,0.00248466
7.056,0.00400148,0.00154716,0.0024875
7.065,0.00399553,0.00154562,0.00248547
7.074,0.00399563,0.00154627,0.00248572
7.083,0.00400464,0.00154787,0.00248709
7.092,0.00399199,0.00154493,0.00248578
7.101,0.00400511,0.00154787,0.00248813
7.11,0.00399189,0.00154541,0.00248575
7.119,0.00399923,0.00154661,0.00248582
7.128,0.00400011,0.00154657,0.00248648
7.137,0.00399796,0.00154615,0.00248637
7.146,0.00399939,0.00154681,0.00248722
7.155,0.00400088,0.00154694,0.00248765
7.164,0.00399855,0.00154639,0.00248691
7.173,0.00400113,0.00154715,0.00248762
7.182,0.00399653,0.001546,0.00248636
7.191,0.00400336,0.00154754,0.00248731
7.2,0.00399546,0.00154562,0.00248723
7.209,0.00400389,0.00154757,0.00248847
7.218,0.00399725,0.00154572,0.00248573
7.227,0.00399959,0.00154674,0.00248714
7.236,0.00400227,0.00154714,0.00248847
7.245,0.00399669,0.0015462,0.00248746
7.254,0.00400907,0.00154883,0.00248843
7.263,0.00399109,0.00154465,0.00248602
7.272,0.00400783,0.0015484,0.00248924
7.281,0.00399627,0.00154612,0.0024879
7.29,0.00400214,0.00154712,0.00248765
7.299,0.00400206,0.00154703,0.00248729
7.308,0.0039974,0.00154601,0.00248701
7.317,0.00400252,0.00154751,0.00248827
7.326,0.00399635,0.00154601,0.00248719
7.335,0.00400816,0.0015484,0.00248868
7.344,0.00399344,0.00154537,0.0024865
7.353,0.0040042,0.00154792,0.00248869
7.362,0.00399903,0.00154652,0.0024877
7.371,0.00399982,0.00154643,0.00248698
7.38,0.00400175,0.00154721,0.00248779
7.389,0.0039987,0.00154647,0.00248726
7.398,0.00400086,0.00154688,0.00248758
7.407,0.00400284,0.00154739,0.00248827
7.416,0.00399728,0.00154615,0.00248767
7.425,0.00400545,0.00154779,0.00248873
7.434,0.00399664,0.00154591,0.00248669
7.443,0.0040028,0.00154747,0.00248807
7.452,0.00399908,0.00154619,0.00248711
7.461,0.00399853,0.00154639,0.00248687
7.47,0.00400481,0.00154774,0.00248814
7.479,0.00399709,0.00154629,0.00248767
7.488,0.00400335,0.00154759,0.00248829
7.497,0.00399803,0.00154614,0.00248772
7.506,0.00400247,0.00154727,0.00248784
7.515,0.00400102,0.00154691,0.00248731
7.524,0.0039989,0.00154648,0.00248768
7.533,0.00400049,0.00154686,0.00248746
7.542,0.00400075,0.00154694,0.00248747
7.551,0.00399871,0.00154646,0.00248724
7.56,0.0040026,0.00154719,0.00248848
7.569,0.00400124,0.00154706,0.0024882
7.578,0.00399995,0.00154681,0.00248687
7.587,0.00399723,0.00154605,0.00248699
7.596,0.00400375,0.00154743,0.00248791
7.605,0.00399948,0.00154624,0.00248693
7.614,0.00400074,0.00154717,0.0024884
7.623,0.00400248,0.00154761,0.00248885
7.632,0.00399626,0.00154552,0.00248576
7.641,0.00400382,0.00154748,0.00248764
7.65,0.00399406,0.00154565,0.00248695
7.659,0.00400568,0.00154802,0.00248819
7.668,0.0039948,0.00154548,0.00248674
7.677,0.00400165,0.00154701,0.00248772
7.686,0.00400325,0.00154757,0.00248817
7.695,0.00399749,0.00154636,0.00248725
7.704,0.00400085,0.0015469,0.00248739
7.713,0.00400108,0.00154698,0.00248737
7.722,0.00399695,0.00154615,0.00248766
7.731,0.00400516,0.00154795,0.00248912
7.74,0.00399839,0.00154628,0.00248649
7.749,0.004001,0.00154697,0.00248728
7.758,0.00399662,0.00154627,0.00248724
7.767,0.00400124,0.0015468,0.00248704
7.776,0.00400062,0.00154672,0.00248734
7.785,0.0039995,0.0015469,0.00248813
7.794,0.00400423,0.00154775,0.00248822
7.803,0.00399594,0.00154545,0.00248617
7.812,0.00400741,0.00154835,0.00248859
7.821,0.00399279,0.00154571,0.00248687
7.83,0.00400191,0.00154716,0.0024875
7.839,0.00399789,0.00154601,0.00248673
7.848,0.00400167,0.001547,0.00248802
7.857,0.00400086,0.00154688,0.00248711
7.866,0.00399893,0.00154687,0.00248761
7.875,0.00400384,0.00154786,0.00248848
7.884,0.00399854,0.00154619,0.00248653
7.893,0.00399642,0.00154592,0.00248633
7.902,0.00400019,0.00154681,0.00248763
7.911,0.00400156,0.00154715,0.0024878
7.92,0.00400441,0.00154793,0.00248838
7.929,0.00399724,0.00154628,0.00248744
7.938,0.0039989,0.00154652,0.00248702
7.947,0.00400034,0.00154686,0.00248739
7.956,0.00399385,0.00154544,0.00248655
7.965,0.00400606,0.00154816,0.00248786
7.974,0.00400169,0.00154713,0.00248737
7.983,0.0040151,0.00154882,0.00248836
7.992,0.00332759,0.00105104,0.00180065
8.001,0.000999661,4.47363e-10,3.71323e-08
8.01,0.000997086,9.99066e-11,-4.04862e-10
8.019,0.00100019,1.00006e-10,2.62727e-11
8.028,0.001,9.99999e-11,9.12854e-15
8.037,0.001,9.99999e-11,7.12182e-20
8.046,0.001,9.99999e-11,-1.78866e-22
8.055,0.001,9.99999e-11,-1.66919e-23
8.064,0.001,9.99999e-11,7.54516e-23
8.073,0.001,9.99999e-11,1.17453e-22
8.082,0.001,9.99999e-11,1.61134e-22
8.091,0.001,9.99999e-11,5.29302e-23
8.1,0.001,9.99999e-11,2.46295e-22
8.109,0.001,9.99999e-11,6.86325e-23
8.118,0.001,9.99999e-11,-1.09118e-22
8.127,0.001,9.99999e-11,-1.00383e-22
8.136,0.001,9.99999e-11,-8.95713e-23
8.145,0.001,9.99999e-11,-1.58086e-23
8.154,0.001,9.99999e-11,7.5396e-23
8.163,0.001,9.99999e-11,1.17434e-22
8.172,0.001,9.99999e-11,1.61135e-22
8.181,0.001,9.99999e-11,5.29269e-23
8.19,0.001,9.99999e-11,2.46278e-22
8.199,0.001,9.99999e-11,6.88603e-23
8.208,0.001,9.99999e-11,-1.0956e-22
8.217,0.001,9.99999e-11,-1.05886e-22
8.226,0.001,9.99999e-11,-6.92521e-23
8.235,0.001,9.99999e-11,-7.75559e-24
8.244,0.001,9.99999e-11,7.09491e-23
8.253,0.001,9.99999e-11,1.16509e-22
8.262,0.001,9.99999e-11,1.61502e-22
8.271,0.001,9.99999e-11,6.29501e-23
8.28,0.001,9.99999e-11,-3.55481e-23
8.289,0.001,9.99999e-11,7.9674e-23
8.298,0.001,9.99999e-11,-9.84014e-23
8.307,0.001,9.99999e-11,-9.90091e-23
8.316,0.001,9.99999e-11,-6.7922e-23
8.325,0.001,9.99999e-11,-7.78356e-24
8.334,0.001,9.99999e-11,7.09617e-23
8.343,0.001,9.99999e-11,1.16511e-22
8.352,0.001,9.99999e-11,1.62904e-22
8.361,0.001,9.99999e-11,5.65422e-23
8.37,0.001,9.99999e-11,2.41442e-22
8.379,0.001,9.99999e-11,1.10822e-22
8.388,0.001,9.99999e-11,-1.02114e-22
8.397,0.001,9.99999e-11,-1.03536e-22
8.406,0.001,9.99999e-11,-9.0452e-23
8.415,0.001,9.99999e-11,-9.20775e-24
8.424,0.001,9.99999e-11,7.25385e-23
8.433,0.001,9.99999e-11,1.16495e-22
8.442,0.001,9.99999e-11,1.62912e-22
8.451,0.001,9.99999e-11,5.65959e-23
8.46,0.001,9.99999e-11,2.41445e-22
8.469,0.001,9.99999e-11,1.10814e-22
8.478,0.001,9.99999e-11,-1.02117e-22
8.487,0.001,9.99999e-11,-1.03456e-22
8.496,0.001,9.99999e-11,-9.10599e-23
8.505,0.001,9.99999e-11,-8.03176e-24
8.514,0.001,9.99999e-11,7.27957e-23
8.523,0.001,9.99999e-11,1.16574e-22
8.532,0.001,9.99999e-11,1.73791e-22
8.541,0.001,9.99999e-11,9.69187e-23
8.55,0.001,9.99999e-11,-5.50019e-23
8.559,0.001,9.99999e-11,7.9779e-23
8.568,0.001,9.99999e-11,-9.759e-23
8.577,0.001,9.99999e-11,-9.25197e-23
8.586,0.001,9.99999e-11,-8.71707e-23
8.595,0.001,9.99999e-11,-7.73231e-24
8.604,0.001,9.99999e-11,7.17635e-23
8.613,0.001,9.99999e-11,1.16644e-22
8.622,0.001,9.99999e-11,1.73793e-22
8.631,0.001,9.99999e-11,9.67772e-23
8.64,0.001,9.99999e-11,1.52035e-22
8.649,0.001,9.99999e-11,6.61425e-23
8.658,0.001,9.99999e-11,-1.0833e-22
8.667,0.001,9.99999e-11,-1.0018e-22
8.676,0.001,9.99999e-11,-9.10999e-23
8.685,0.001,9.99999e-11,-7.79278e-24
8.694,0.001,9.99999e-11,7.26636e-23
8.703,0.001,9.99999e-11,1.18824e-22
8.712,0.001,9.99999e-11,1.59058e-22
8.721,0.001,9.99999e-11,6.38361e-23
8.73,0.001,9.99999e-11,2.57154e-22
8.739,0.001,9.99999e-11,6.89977e-23
8.748,0.001,9.99999e-11,-1.09172e-22
8.757,0.001,9.99999e-11,-1.00102e-22
8.766,0.001,9.99999e-11,-9.10442e-23
8.775,0.001,9.99999e-11,-7.93638e-24
8.784,0.001,9.99999e-11,7.2689e-23
8.793,0.001,9.99999e-11,1.19654e-22
8.802,0.001,9.99999e-11,1.5913e-22
8.811,0.001,9.99999e-11,6.4039e-23
8.82,0.001,9.99999e-11,-3.48523e-23
8.829,0.001,9.99999e-11,7.96425e-23
8.838,0.001,9.99999e-11,-9.79043e-23
8.847,0.001,9.99999e-11,-9.232e-23
8.856,0.001,9.99999e-11,-1.0331e-22
8.865,0.001,9.99999e-11,3.78391e-24
8.874,0.001,9.99999e-11,7.29981e-23
8.883,0.001,9.99999e-11,1.15994e-22
8.892,0.001,9.99999e-11,1.61458e-22
8.901,0.001,9.99999e-11,6.29175e-23
8.91,0.001,9.99999e-11,-3.71246e-23
8.919,0.001,9.99999e-11,7.90007e-23
8.928,0.001,9.99999e-11,-1.07919e-22
8.937,0.001,9.99999e-11,-1.00065e-22
8.946,0.001,9.99999e-11,-1.05151e-22
8.955,0.001,9.99999e-11,2.49171e-24
8.964,0.001,9.99999e-11,7.46925e-23
8.973,0.001,9.99999e-11,1.17919e-22
8.982,0.001,9.99999e-11,1.58978e-22
8.991,0.001,9.99999e-11,5.78835e-23
9,0.001,9.99999e-11,5.00123e-22
