"arc_length","Cspd","Density","eint","pres","velx"
8.073,0.000333333,0.001,9.99999e-08,6.66666e-11,1.17453e-19
8.082,0.000333333,0.001,9.99999e-08,6.66666e-11,1.61134e-19
8.091,0.000333333,0.001,9.99999e-08,6.66666e-11,5.29302e-20
8.1,0.000333333,0.001,9.99999e-08,6.66666e-11,2.46295e-19
8.109,0.000333333,0.001,9.99999e-08,6.66666e-11,6.86325e-20
8.118,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.09118e-19
8.127,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.00383e-19
8.136,0.000333333,0.001,9.99999e-08,6.66666e-11,-8.95713e-20
8.145,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.58086e-20
8.154,0.000333333,0.001,9.99999e-08,6.66666e-11,7.5396e-20
8.163,0.000333333,0.001,9.99999e-08,6.66666e-11,1.17434e-19
8.172,0.000333333,0.001,9.99999e-08,6.66666e-11,1.61135e-19
8.181,0.000333333,0.001,9.99999e-08,6.66666e-11,5.29269e-20
8.19,0.000333333,0.001,9.99999e-08,6.66666e-11,2.46278e-19
8.199,0.000333333,0.001,9.99999e-08,6.66666e-11,6.88603e-20
8.208,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.0956e-19
8.217,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.05886e-19
8.226,0.000333333,0.001,9.99999e-08,6.66666e-11,-6.92521e-20
8.235,0.000333333,0.001,9.99999e-08,6.66666e-11,-7.75558e-21
8.244,0.000333333,0.001,9.99999e-08,6.66666e-11,7.09491e-20
8.253,0.000333333,0.001,9.99999e-08,6.66666e-11,1.16509e-19
8.262,0.000333333,0.001,9.99999e-08,6.66666e-11,1.61502e-19
8.271,0.000333333,0.001,9.99999e-08,6.66666e-11,6.29501e-20
8.28,0.000333333,0.001,9.99999e-08,6.66666e-11,-3.55481e-20
8.289,0.000333333,0.001,9.99999e-08,6.66666e-11,7.9674e-20
8.298,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.84014e-20
8.307,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.90091e-20
8.316,0.000333333,0.001,9.99999e-08,6.66666e-11,-6.7922e-20
8.325,0.000333333,0.001,9.99999e-08,6.66666e-11,-7.78356e-21
8.334,0.000333333,0.001,9.99999e-08,6.66666e-11,7.09617e-20
8.343,0.000333333,0.001,9.99999e-08,6.66666e-11,1.16511e-19
8.352,0.000333333,0.001,9.99999e-08,6.66666e-11,1.62904e-19
8.361,0.000333333,0.001,9.99999e-08,6.66666e-11,5.65422e-20
8.37,0.000333333,0.001,9.99999e-08,6.66666e-11,2.41442e-19
8.379,0.000333333,0.001,9.99999e-08,6.66666e-11,1.10822e-19
8.388,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.02114e-19
8.397,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.03536e-19
8.406,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.0452e-20
8.415,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.20775e-21
8.424,0.000333333,0.001,9.99999e-08,6.66666e-11,7.25385e-20
8.433,0.000333333,0.001,9.99999e-08,6.66666e-11,1.16495e-19
8.442,0.000333333,0.001,9.99999e-08,6.66666e-11,1.62912e-19
8.451,0.000333333,0.001,9.99999e-08,6.66666e-11,5.65959e-20
8.46,0.000333333,0.001,9.99999e-08,6.66666e-11,2.41445e-19
8.469,0.000333333,0.001,9.99999e-08,6.66666e-11,1.10814e-19
8.478,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.02117e-19
8.487,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.03456e-19
8.496,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.10599e-20
8.505,0.000333333,0.001,9.99999e-08,6.66666e-11,-8.03176e-21
8.514,0.000333333,0.001,9.99999e-08,6.66666e-11,7.27957e-20
8.523,0.000333333,0.001,9.99999e-08,6.66666e-11,1.16574e-19
8.532,0.000333333,0.001,9.99999e-08,6.66666e-11,1.73791e-19
8.541,0.000333333,0.001,9.99999e-08,6.66666e-11,9.69187e-20
8.55,0.000333333,0.001,9.99999e-08,6.66666e-11,-5.50019e-20
8.559,0.000333333,0.001,9.99999e-08,6.66666e-11,7.9779e-20
8.568,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.759e-20
8.577,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.25197e-20
8.586,0.000333333,0.001,9.99999e-08,6.66666e-11,-8.71707e-20
8.595,0.000333333,0.001,9.99999e-08,6.66666e-11,-7.73231e-21
8.604,0.000333333,0.001,9.99999e-08,6.66666e-11,7.17635e-20
8.613,0.000333333,0.001,9.99999e-08,6.66666e-11,1.16644e-19
8.622,0.000333333,0.001,9.99999e-08,6.66666e-11,1.73793e-19
8.631,0.000333333,0.001,9.99999e-08,6.66666e-11,9.67772e-20
8.64,0.000333333,0.001,9.99999e-08,6.66666e-11,1.52035e-19
8.649,0.000333333,0.001,9.99999e-08,6.66666e-11,6.61425e-20
8.658,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.0833e-19
8.667,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.0018e-19
8.676,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.10999e-20
8.685,0.000333333,0.001,9.99999e-08,6.66666e-11,-7.79278e-21
8.694,0.000333333,0.001,9.99999e-08,6.66666e-11,7.26636e-20
8.703,0.000333333,0.001,9.99999e-08,6.66666e-11,1.18824e-19
8.712,0.000333333,0.001,9.99999e-08,6.66666e-11,1.59058e-19
8.721,0.000333333,0.001,9.99999e-08,6.66666e-11,6.38361e-20
8.73,0.000333333,0.001,9.99999e-08,6.66666e-11,2.57154e-19
8.739,0.000333333,0.001,9.99999e-08,6.66666e-11,6.89977e-20
8.748,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.09172e-19
8.757,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.00102e-19
8.766,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.10441e-20
8.775,0.000333333,0.001,9.99999e-08,6.66666e-11,-7.93638e-21
8.784,0.000333333,0.001,9.99999e-08,6.66666e-11,7.2689e-20
8.793,0.000333333,0.001,9.99999e-08,6.66666e-11,1.19654e-19
8.802,0.000333333,0.001,9.99999e-08,6.66666e-11,1.59129e-19
8.811,0.000333333,0.001,9.99999e-08,6.66666e-11,6.4039e-20
8.82,0.000333333,0.001,9.99999e-08,6.66666e-11,-3.48523e-20
8.829,0.000333333,0.001,9.99999e-08,6.66666e-11,7.96425e-20
8.838,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.79043e-20
8.847,0.000333333,0.001,9.99999e-08,6.66666e-11,-9.232e-20
8.856,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.0331e-19
8.865,0.000333333,0.001,9.99999e-08,6.66666e-11,3.78391e-21
8.874,0.000333333,0.001,9.99999e-08,6.66666e-11,7.29981e-20
8.883,0.000333333,0.001,9.99999e-08,6.66666e-11,1.15993e-19
8.892,0.000333333,0.001,9.99999e-08,6.66666e-11,1.61458e-19
8.901,0.000333333,0.001,9.99999e-08,6.66666e-11,6.29175e-20
8.91,0.000333333,0.001,9.99999e-08,6.66666e-11,-3.71246e-20
8.919,0.000333333,0.001,9.99999e-08,6.66666e-11,7.90007e-20
8.928,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.07919e-19
8.937,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.00065e-19
8.946,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.05151e-19
8.955,0.000333333,0.001,9.99999e-08,6.66666e-11,2.49171e-21
8.964,0.000333333,0.001,9.99999e-08,6.66666e-11,7.46925e-20
8.973,0.000333333,0.001,9.99999e-08,6.66666e-11,1.17919e-19
8.982,0.000333333,0.001,9.99999e-08,6.66666e-11,1.58978e-19
8.991,0.000333333,0.001,9.99999e-08,6.66666e-11,5.78835e-20
9,0.000333333,0.001,9.99999e-08,6.66666e-11,5.00123e-19
