Points_0,Points_1,Points_2,Points_Magnitude,Solution,arc_length,Point ID,vtkValidPointMask
-0.056,0,0,0.056,-0.141904,0.944,472,1
-0.054,0,0,0.054,-0.139697,0.946,473,1
-0.052,0,0,0.052,-0.13749,0.948,474,1
-0.05,0,0,0.05,-0.135283,0.95,475,1
-0.048,0,0,0.048,-0.133076,0.952,476,1
-0.046,0,0,0.046,-0.130869,0.954,477,1
-0.044,0,0,0.044,-0.128662,0.956,478,1
-0.042,0,0,0.042,-0.126455,0.958,479,1
-0.04,0,0,0.04,-0.124249,0.96,480,1
-0.038,0,0,0.038,-0.122042,0.962,481,1
-0.036,0,0,0.036,-0.119835,0.964,482,1
-0.034,0,0,0.034,-0.117628,0.966,483,1
-0.032,0,0,0.032,-0.115421,0.968,484,1
-0.03,0,0,0.03,-0.113214,0.97,485,1
-0.028,0,0,0.028,-0.111007,0.972,486,1
-0.026,0,0,0.026,-0.1088,0.974,487,1
-0.024,0,0,0.024,-0.106593,0.976,488,1
-0.022,0,0,0.022,-0.104386,0.978,489,1
-0.02,0,0,0.02,-0.102179,0.98,490,1
-0.018,0,0,0.018,-0.0999723,0.982,491,1
-0.016,0,0,0.016,-0.0977653,0.984,492,1
-0.014,0,0,0.014,-0.0955584,0.986,493,1
-0.012,0,0,0.012,-0.0933515,0.988,494,1
-0.01,0,0,0.01,-0.0911446,0.99,495,1
-0.008,0,0,0.008,-0.0889376,0.992,496,1
-0.006,0,0,0.006,-0.0867307,0.994,497,1
-0.004,0,0,0.004,-0.0845238,0.996,498,1
-0.002,0,0,0.002,-0.0823168,0.998,499,1
0,0,0,0,-0.0801099,1,500,1
0.002,0,0,0.002,-0.0778303,1.002,501,1
0.004,0,0,0.004,-0.0755506,1.004,502,1
0.006,0,0,0.006,-0.073271,1.006,503,1
0.008,0,0,0.008,-0.0709914,1.008,504,1
0.01,0,0,0.01,-0.0687117,1.01,505,1
0.012,0,0,0.012,-0.0664321,1.012,506,1
0.014,0,0,0.014,-0.0641524,1.014,507,1
0.016,0,0,0.016,-0.0618728,1.016,508,1
0.018,0,0,0.018,-0.0595931,1.018,509,1
