Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.23438887461526E+00001, 0.82280664276847E-00003, -.13603446586975E-00002, 0.12373643520812E+00000, 0.12369531836873E+00000, 0.65833977797569E+00000, 0.82287979388451E-00003, 0.82280664276847E-00003, 0.82280320917800E-00003, -.21831478678755E-00002, 0.21714621745962E+00001, 0.10000082633007E+00001, 0.28721238971432E+00000, -.10671759603992E+00002, 0.82295294500054E-00003, 0.68671809396652E-00008
0.23674126966412E+00001, 0.83181395701543E-00003, -.15530625150836E-00002, 0.12371713027555E+00000, 0.12367618877503E+00000, 0.66554596822885E+00000, 0.83189103423352E-00003, 0.83181395701543E-00003, 0.83181014823616E-00003, -.23848726633198E-00002, 0.21859013283916E+00001, 0.10000083755046E+00001, 0.28718998389631E+00000, -.10671759882155E+00002, 0.83196811145161E-00003, 0.76175585377217E-00008
0.23909339401453E+00001, 0.84098344044119E-00003, -.17352079930467E-00002, 0.12369741372178E+00000, 0.12365694064590E+00000, 0.67288147154639E+00000, 0.84106435051685E-00003, 0.84098344044119E-00003, 0.84097937506077E-00003, -.25761873681074E-00002, 0.22283244251986E+00001, 0.10000084879469E+00001, 0.28716709853531E+00000, -.10671760163436E+00002, 0.84114526059250E-00003, 0.81307608339089E-00008
0.24144530723345E+00001, 0.85031691356915E-00003, -.19063187403359E-00002, 0.12367736500468E+00000, 0.12363743088996E+00000, 0.68034833439058E+00000, 0.85040171423300E-00003, 0.85031691356915E-00003, 0.85031281691428E-00003, -.27566315572502E-00002, 0.22743063371909E+00001, 0.10000086017059E+00001, 0.28714382575599E+00000, -.10671760447902E+00002, 0.85048651489685E-00003, 0.81933097286376E-00008
0.24379707137281E+00001, 0.85981662594548E-00003, -.20680239728584E-00002, 0.12365713694092E+00000, 0.12361755375657E+00000, 0.68794800699512E+00000, 0.85990507581573E-00003, 0.85981662594548E-00003, 0.85981252933113E-00003, -.29278365021895E-00002, 0.23204902881188E+00001, 0.10000087178109E+00001, 0.28712034287724E+00000, -.10671760735624E+00002, 0.85999352568597E-00003, 0.81932286948773E-00008
0.24614873387250E+00001, 0.86948465963077E-00003, -.22213104812651E-00002, 0.12363682195553E+00000, 0.12359727550758E+00000, 0.69568135659617E+00000, 0.86957612856154E-00003, 0.86948465963077E-00003, 0.86948034503793E-00003, -.30907908263030E-00002, 0.23668196752888E+00001, 0.10000088364637E+00001, 0.28709675715750E+00000, -.10671761026670E+00002, 0.86966759749231E-00003, 0.86291856683172E-00008
0.24850031944633E+00001, 0.87932216188313E-00003, -.23669998818198E-00002, 0.12361636717309E+00000, 0.12357662743956E+00000, 0.70354916389167E+00000, 0.87941612959827E-00003, 0.87932216188313E-00003, 0.87931750029665E-00003, -.32463173821164E-00002, 0.24132414373684E+00001, 0.10000089568978E+00001, 0.28707300717540E+00000, -.10671761321111E+00002, 0.87951009731342E-00003, 0.93231729678872E-00008
0.25000000000000E+00001, 0.88572682232092E-00003, -.24571792870067E-00002, 0.12360318846914E+00000, 0.12356330929435E+00000, 0.70867098314706E+00000, 0.88582224383642E-00003, 0.88572682232092E-00003, 0.88572196166260E-00003, -.33429012486693E-00002, 0.24430666437796E+00001, 0.10000090341286E+00001, 0.28705770438380E+00000, -.10671761510695E+00002, 0.88591766535193E-00003, 0.97213166410675E-00008
0.25070544897859E+00001, 0.88870235305665E-00003, -.24978700096193E-00002, 0.12359694250644E+00000, 0.12355701640693E+00000, 0.71105041029937E+00000, 0.88879839923699E-00003, 0.88870235305665E-00003, 0.88869740448570E-00003, -.33865674141050E-00002, 0.24568144474312E+00001, 0.10000090704966E+00001, 0.28705045143835E+00000, -.10671761600369E+00002, 0.88889444541733E-00003, 0.98971418973151E-00008
0.25305690545610E+00001, 0.89887295115384E-00003, -.26298105372240E-00002, 0.12357588295641E+00000, 0.12353596353467E+00000, 0.71918266966117E+00000, 0.89897076120403E-00003, 0.89887295115384E-00003, 0.89886763833225E-00003, -.35286781755563E-00002, 0.25032823495290E+00001, 0.10000091917890E+00001, 0.28702599528778E+00000, -.10671761901593E+00002, 0.89906857125422E-00003, 0.10625643187276E-00007
